"762","Education/Teaching of Individuals in Junior High/Middle School Special Education Programs"
"763","Keyboard Instruments"
"764","Khmer/Cambodian Language and Literature"
"765","Food Preparation/Professional Cooking/Kitchen Assistant"
"766","Kindergarten/Preschool Education and Teaching"
"767","Kinesiotherapy/Kinesiotherapist"
"768","Knowledge Management"
"769","Birthing and Parenting Knowledge and Skills"
"770","Health-Related Knowledge and Skills"
"771","Korean Studies"
"772","Korean Language and Literature"
"773","Law"
"774","Labor and Industrial Relations"
"775","International Law and Legal Studies"
"776","Speech-Language Pathology/Pathologist"
"777","System, Networking, and LAN/WAN Management/Manager"
"778","German Language and Literature"
"779","Tax Law/Taxation"
"780","Spanish Language and Literature"
"781","Organizational Leadership"
"782","Legal Studies, General"
"783","Parks, Recreation and Leisure Studies"
"784","Military and Strategic Leadership"
"785","Second Language Learning"
"786","Legal Professions and Studies"
"787","Learning Sciences"
"788","Clinical Nurse Leader"
"789","Legal Research and Advanced Professional Studies"
"790","Advanced Legal Research/Studies, General"
"791","Linguistics"
"792","Library Science"
"793","Literature"
"794","Comparative Literature"
"795","Russian Language and Literature"
"796","Logic"
"797","Locksmithing and Safe Repair"
"798","Security and Loss Prevention Services"
"799","Military Low-Observables and Stealth Technology"
"800","Marketing"
"801","Mathematics"
"802","Project Management"
"803","Medicine"
"804","General Sales, Merchandising and Related Marketing Operations"
"805","Veterinary Medicine"
"806","Mechanics and Repairers, General"
"807","Mechanical Engineering Related Technologies/Technicians"
"808","Metallurgical Engineering"
"809","Specialized Sales, Merchandising and  Marketing Operations"
"810","Mining and Mineral Engineering"
"811","Youth Ministry"
"812","Missions/Missionary Studies and Missiology"
"813","Theological and Ministerial Studies"
"814","Nurse Midwife/Nursing Midwifery"
"815","Urban Ministry"
"816","Transportation and Materials Moving"
"817","Molecular Genetics"
"818","Transportation/Mobility Management"
"819","Molecular Medicine"
"820","Plant Molecular Biology"
"821","Molecular Pharmacology"
"822","Molecular Biophysics"
"823","Modeling, Virtual Environments and Simulation"
"824","Molecular Toxicology"
"825","Motorcycle Maintenance and Repair Technology/Technician"
"826","Molecular Biochemistry"
"827","Music"
"828","Music Pedagogy"
"829","Intermedia/Multimedia"
"830","Music Theory and Composition"
"831","Multi-/Interdisciplinary Studies, General"
"832","Web/Multimedia Management and Webmaster"
"833","Music Performance, General"
"834","Museology/Museum Studies"
"835","Musical Theatre"
"836","Music Technology"
"837","Music Therapy/Therapist"
"838","Music Management"
"839","Bilingual and Multilingual Education"
"840","Multicultural Education"
"841","Religious/Sacred Music"
"842","Mycology"
"843","Natural Sciences"
"844","National Security Policy Studies"
"845","Energy, Environment, and Natural Resources Law"
"846","Natural Resources Management and Policy"
"847","Natural Resources/Conservation, General"
"848","Naturopathic Medicine/Naturopathy"
"849","Nanotechnology"
"850","Natural Products Chemistry and Pharmacognosy"
"851","Naval Science and Operational Studies"
"852","Natural Resource Recreation and Tourism"
"853","Natural Resources and Conservation"
"854","Nail Technician/Specialist and Manicurist"
"855","International Relations and National Security Studies"
"856","Natural Resources Law Enforcement and Protective Services"
"857","Neuroscience"
"858","Neuropharmacology"
"859","Maternal/Child Health and Neonatal Nurse/Nursing"
"860","Neurobiology and Anatomy"
"861","Neuroanatomy"
"862","Neurobiology and Neurosciences"
"863","Vascular Neurology Residency Program"
"864","Plastic Surgery Within the Head and Neck Residency Program"
"865","Pediatric Nephrology Residency Program"
"866","Neurotology Residency Program"
"867","Neuroradiology Residency Program"
"868","Neuropathology Residency Program"
"869","Non-Profit/Public/Organizational Management"
"870","Norwegian Language and Literature"
"871","Non-Professional General Legal Studies (Undergraduate)"
"872","Registered Nursing/Registered Nurse"
"873","Nuclear Engineering"
"874","Nutrition Sciences"
"875","Nuclear Physics"
"876","Pre-Nursing Studies"
"877","Nursing Science"
"878","Nuclear Engineering Technology/Technician"
"879","Animal Nutrition"
"880","Pediatric Nurse/Nursing"
"881","Adult Health Nurse/Nursing"
"882","Nuclear/Nuclear Power Technology/Technician"
"883","Psychiatric/Mental Health Nurse/Nursing"
"884","Occupational Therapy/Therapist"
"885","Ocean Engineering"
"886","Pre-Occupational Therapy Studies"
"887","Occupational Safety and Health Technology/Technician"
"888","Occupational Therapist Assistant"
"889","Occupational and Environmental Health Nursing"
"890","Occupational Medicine Residency Program"
"891","Vocational High School and Secondary Business/Vocational-Industrial/Occupational Diploma Program"
"892","Military Operational Oceanography"
"893","Health Occupations Teacher Education"
"894","Office Management and Supervision"
"895","Medical Office Management/Administration"
"896","Social and Philosophical Foundations of Education"
"897","Marine Science/Merchant Marine Officer"
"898","Weapons of Mass Destruction"
"899","Linguistics of ASL and Other Sign Languages"
"900","Medical Office Computer Specialist/Assistant"
"901","Orthopedic Surgery of the Spine Residency Program"
"902","Education/Teaching of Individuals in Secondary Special Education Programs"
"903","Education/Teaching of Individuals in Elementary Special Education Programs"
"904","Pediatric Hematology-Oncology Residency Program"
"905","Musculoskeletal Oncology Residency Program"
"906","Medical Oncology Residency Program"
"907","Radiation Oncology Residency Program"
"908","Operations Management and Supervision"
"909","Operations Research"
"910","Optometry"
"911","Optics/Optical Sciences"
"912","Voice and Opera"
"913","Laser and Optical Engineering"
"914","Vision Science/Physiological Optics"
"915","Retailing and Retail Operations"
"916","Military Science and Operational Studies"
"917","Organizational Communication, General"
"918","Orthodontics/Orthodontology"
"919","Oral/Maxillofacial Surgery"
"920","Community Organization and Advocacy"
"921","Oral Biology and Oral and Maxillofacial Pathology"
"922","Orthoptics/Orthoptist"
"923","Munitions Systems/Ordinance Technology"
"924","Orthopedic Surgery Residency Program"
"925","Osteopathic Medicine/Osteopathy"
"926","Engineering Technologies/Technicians, Other"
"927","Pediatric Otolaryngology Residency Program"
"928","Otolaryngology Residency Program"
"929","Outdoor Education"
"930","Pet Ownership and Care"
"931","Painting"
"932","Pastoral Studies/Counseling"
"933","Plant Pathology/Phytopathology"
"934","Paper Science and Engineering"
"935","Packaging Science"
"936","Wood Science and Wood Products/Pulp and Paper Technology"
"937","Veterinary Pathology and Pathobiology"
"938","Parasitology"
"939","Paleontology"
"940","Petroleum Engineering"
"941","Peace Studies and Conflict Resolution"
"942","Petroleum Technology/Technician"
"943","Periodontics/Periodontology"
"944","Pediatric Dentistry/Pedodontics"
"945","Student Counseling and Personnel Services"
"946","Plant Protection and Integrated Pest Management"
"947","College Student Counseling and Personnel Services"
"948","Business and Personal/Financial Services Marketing Operations"
"949","Perfusion Technology/Perfusionist"
"950","Personality Psychology"
"951","Geochemistry and Petrology"
"952","Permanent Cosmetics/Makeup and Tattooing"
"953","Physics"
"954","Physical Sciences"
"955","Pharmacy"
"956","Philosophy"
"957","Photography"
"958","Theoretical and Mathematical Physics"
"959","Physical Therapy/Therapist"
"960","Engineering Physics"
"961","Pharmacology"
"962","Pharmaceutical Sciences"
"963","Physiology, General"
"964","Photojournalism"
"965","Pipefitting/Pipefitter and Sprinkler Fitter"
"966","Aircraft Pilot (Private)"
"967","Playwriting and Screenwriting"
"968","Polymer/Plastics Engineering"
"969","Plant Sciences"
"970","Plant Physiology"
"971","Plumbing and Related Water Supply Services"
"972","Plastics and Polymer Engineering Technology/Technician"
"973","Land Use Planning and Management/Development"
"974","Plant Genetics"
"975","Planetary Astronomy and Science"
"976","Plumbing Technology/Plumber"
"977","Public Policy Analysis"
"978","Political Communication"
"979","Podiatric Medicine/Podiatry"
"980","Demography and Population Studies"
"981","Poultry Science"
"982","Polish Studies"
"983","Polish Language and Literature"
"984","Computer Programming"
"985","Pre-Engineering"
"986","Pre-Law Studies"
"987","Pre-Medicine/Pre-Medical Studies"
"988","Intellectual Property Law"
"989","Printmaking"
"990","Psychology"
"991","Social Psychology"
"992","School Psychology"
"993","Psychoanalysis and Psychotherapy"
"994","Community Psychology"
"995","Environmental Psychology"
"996","Psychopharmacology"
"997","Developmental and Child Psychology"
"998","Psychology Teacher Education"
"999","Publishing"
"1000","Public Health Education and Promotion"
"1001","Dental Public Health and Education"
"1002","Punjabi Language and Literature"
"1003","Pulmonary Disease Residency Program"
"1004","Pediatric Pulmonology Residency Program"
"1005","Management Sciences and Quantitative Methods"
"1006","Research Methodology and Quantitative Methods"
"1007","Quality Control Technology/Technician"
"1008","Water Quality and Wastewater Treatment Management and Recycling Technology/Technician"
"1009","Psychometrics and Quantitative Psychology"
"1010","Quality Control and Safety Technologies/Technicians"
"1011","Radio and Television"
"1012","Radiologic Technology/Science - Radiographer"
"1013","Rabbinical Studies"
"1014","Range Science and Management"
"1015","Radiation Biology/Radiobiology"
"1016","Radiation Protection/Health Physics Technician"
"1017","Railroad and Railway Transportation"
"1018","Radar Communications and Systems Technology"
"1019","Medical Radiologic Technology/Science - Radiation Therapist"
"1020","Radiologist Assistant"
"1021","Vascular and Interventional Radiology Residency Program"
"1022","Therapeutic Radiologic Physics Residency Program"
"1023","Radioisotopic Pathology Residency Program"
"1024","Pediatric Radiology Residency Program"
"1025","Nuclear Radiology Residency Program"
"1026","Diagnostic Radiologic Physics Residency Program"
"1027","Radiologic Physics Residency Program"
"1028","Religion/Religious Studies"
"1029","Retail Management"
"1030","Speech Communication and Rhetoric"
"1031","Rhetoric and Composition"
"1032","Rhetoric and Composition/Writing Studies"
"1033","Rheumatology Residency Program"
"1034","Pediatric Rheumatology Residency Program"
"1035","Pacific Area/Pacific Rim Studies"
"1036","Romance Languages, Literatures, and Linguistics"
"1037","Robotics Technology/Technician"
"1038","Romanian Language and Literature"
"1039","Perioperative/Operating Room and Surgical Nurse/Nursing"
"1040","Roofer"
"1041","Navy/Marine ROTC, Naval Science and Operations"
"1042","Army ROTC, Military Science and Operations"
"1043","Russian Studies"
"1044","Rural Sociology"
"1045","Recreation Vehicle (RV) Service Technician"
"1046","Fire Prevention and Safety Technology/Technician"
"1047","Industrial Safety Technology/Technician"
"1048","Sanskrit and Classical Indian Languages, Literatures, and Linguistics"
"1049","Selling Skills and Sales Operations"
"1050","Sales, Distribution, and Marketing Operations, General"
"1051","Sales and Marketing Operations/Marketing and Distribution Teacher Education"
"1052","Social Sciences"
"1053","Materials Science"
"1054","Management Science"
"1055","Tourism and Travel Services Management"
"1056","Geophysics and Seismology"
"1057","Investments and Securities"
"1058","Machine Shop Technology/Assistant"
"1059","Sheet Metal Technology/Sheetworking"
"1060","Marine Maintenance/Fitter and Ship Repair Technology/Technician"
"1061","Sign Language Interpretation and Translation"
"1062","Building/Construction Site Management/Manager"
"1063","Military Signal/Geospatial Intelligence"
"1064","Business and Social Skills"
"1065","Stress Management and Coping Skills"
"1066","Interpersonal and Social Skills"
"1067","Personal Decision-Making Skills"
"1068","Interpersonal Relationships Skills"
"1069","Slavic Languages, Literatures, and Linguistics, General"
"1070","Slavic Studies"
"1071","Slovak Language and Literature"
"1072","Sleep Medicine Residency Program"
"1073","Small/Companion Animal Surgery and Medicine"
"1074","Entrepreneurial and Small Business Operations"
"1075","Small Engine Mechanics and Repair Technology/Technician"
"1076","Sociology"
"1077","Social Work"
"1078","Sociology and Anthropology"
"1079","Soil Sciences"
"1080","Science, Technology and Society"
"1081","Wine Steward/Sommelier"
"1082","Southeast Asian Studies"
"1083","Computer Software Technology/Technician"
"1084","South Asian Studies"
"1085","Soil Chemistry and Physics"
"1086","Sports Studies"
"1087","Computer Support Specialist"
"1088","Sports Communication"
"1089","Make-Up Artist/Specialist"
"1090","Statistics"
"1091","Theology/Theological Studies"
"1092","Entrepreneurship/Entrepreneurial Studies"
"1093","Environmental Studies"
"1094","German Studies"
"1095","Surveying Technology/Surveying"
"1096","Surgical Technology/Technologist"
"1097","Sustainability Studies"
"1098","Surveying Engineering"
"1099","Superintendency and Educational System Administration"
"1100","Swedish Language and Literature"
"1101","Computer Technology/Computer Systems Technology"
"1102","Systems Engineering"
"1103","Energy Management and Systems Technology/Technician"
"1104","Systems Science and Theory"
"1105","Management Information Systems and Services"
"1106","Computer Systems Analysis"
"1107","Computer Systems Analysis/Analyst"
"1108","Missile and Space Systems Technology"
"1109","Taxation"
"1110","Talmudic Studies"
"1111","Tamil Language and Literature"
"1112","Taxidermy/Taxidermist"
"1113","Filipino/Tagalog Language and Literature"
"1114","Industrial Technology/Technician"
"1115","Theatre/Theater"
"1116","Massage Therapy/Therapeutic Massage"
"1117","Therapeutic Recreation/Recreational Therapy"
"1118","Technical Theatre/Theatre Design and Technology"
"1119","Theoretical Chemistry"
"1120","Tibetan Studies"
"1121","Tibetan Language and Literature"
"1122","Toxicology"
"1123","Pharmacology and Toxicology"
"1124","Machine Tool Technology/Machinist"
"1125","Environmental Toxicology"
"1126","Veterinary Toxicology and Pharmacology"
"1127","Tourism and Travel Services Marketing Operations"
"1128","Medical Toxicology Residency Program"
"1129","Veterinary Toxicology Residency Program"
"1130","Tourism Promotion Operations"
"1131","Medical Transcription/Transcriptionist"
"1132","Marine Transportation"
"1133","Language Interpretation and Translation"
"1134","Yoga Teacher Training/Yoga Therapy"
"1135","Workforce Development and Training"
"1136","Turf and Turfgrass Management"
"1137","Turkish Language and Literature"
"1138","Adult Literacy Tutor/Instructor"
"1139","Ukrainian Language and Literature"
"1140","Ukraine Studies"
"1141","Health Unit Manager/Ward Supervisor"
"1142","Undersea Warfare"
"1143","College/University Preparatory and Advanced High School/Secondary Diploma Program"
"1144","Upholstery/Upholsterer"
"1145","Leatherworking and Upholstery"
"1146","Urban Forestry"
"1147","Urdu Language and Literature"
"1148","Uralic Languages, Literatures, and Linguistics"
"1149","Pediatric Urology Residency Program"
"1150","Urology Residency Program"
"1151","Vascular Surgery Residency Program"
"1152","Pre-Veterinary Studies"
"1153","Vehicle Maintenance and Repair Technologies"
"1154","Veterinary Physiology"
"1155","Veterinary Biomedical and Clinical Sciences"
"1156","Veterinary Anatomy"
"1157","Medium/Heavy Vehicle and Truck Technology/Technician"
"1158","Veterinary Clinical Pharmacology Residency Program"
"1159","Poultry Veterinarian Residency Program"
"1160","Virology"
"1161","Viticulture and Enology"
"1162","Photographic and Film/Video Technology/Technician and Assistant"
"1163","Film/Video and Photographic Arts"
"1164","Vietnamese Language and Literature"
"1165","Vocational Rehabilitation Counseling/Counselor"
"1166","Practical Nursing, Vocational Nursing and Nursing Assistants"
"1167","Licensed Practical/Vocational Nurse Training"
"1168","Theology and Religious Vocations"
"1169","Water Resources Engineering"
"1170","Water, Wetlands, and Marine Resources Management"
"1171","Painting/Painter and Wall Coverer"
"1172","Parts and Warehousing Operations and Maintenance Technology/Technician"
"1173","Parts, Warehousing, and Inventory Management Operations"
"1174","Waldorf/Steiner Teacher Education"
"1175","Information/Psychological Warfare and Military Media Relations"
"1176","Welding Technology/Welder"
"1177","Fiber, Textile and Weaving Arts"
"1178","Welding Engineering Technology/Technician"
"1179","Education/Teaching of Individuals Who are Developmentally Delayed"
"1180","Agricultural/Farm Supplies Retailing and Wholesaling"
"1181","Wildlife Biology"
"1182","Wildland/Forest Firefighting and Investigation"
"1183","Education/Teaching of Individuals with Specific Learning Disabilities"
"1184","Education/Teaching of Individuals with Multiple Disabilities"
"1185","Education/Teaching of Individuals with Mental Retardation"
"1186","Wildlife and Wildlands Science and Management"
"1187","Women&#39;s Studies"
"1188","Woodwind Instruments"
"1189","Word Processing"
"1190","Woodworking"
"1191","Women&#39;s Health Nurse/Nursing"
"1192","Developmental Services Worker"
"1193","Women&#39;s Ministry"
"1194","Precision Metal Working"
"1195","Institutional Food Workers"
"1196","Writing, General"
"1197","Professional, Technical, Business, and Scientific Writing"
"1198","Youth Services/Administration"
"1199","Children and Youth Library Services"
"1200","Zoological Medicine Residency Program"
